new_payee,amount,typical_amount,amount_ratio,hour,off_hours,urgency_language_flag,behavioral_anomaly_flag,velocity_last_hour,is_fraud
0,293.24,2480.94,0.118,0,1,0,0,0,0
0,110.08,1588.06,0.069,7,0,0,0,1,0
0,1737.11,1889.05,0.92,23,1,0,0,0,1
0,870.87,1630.83,0.534,8,0,0,0,2,0
1,282.15,856.0,0.33,21,0,0,0,0,0
0,8484.48,1419.47,5.977,11,0,0,0,0,0
0,4304.51,1893.6,2.273,17,0,1,0,2,1
0,1742.92,1635.16,1.066,16,0,0,0,0,0
1,10653.29,391.51,27.211,7,0,0,0,1,1
0,4278.24,441.21,9.697,19,0,0,0,1,0
0,620.35,3922.79,0.158,10,0,0,0,1,0
0,468.26,1122.94,0.417,6,0,0,0,1,1
0,5236.33,2505.52,2.09,13,0,0,0,0,0
0,3026.85,553.96,5.464,9,0,0,0,0,1
0,2254.47,393.14,5.735,14,0,0,0,0,0
0,601.58,692.82,0.868,11,0,0,0,0,0
0,3985.16,1211.59,3.289,19,0,0,0,0,1
0,677.12,813.52,0.832,16,0,0,0,0,0
0,1583.54,4743.55,0.334,7,0,1,0,0,1
0,11861.19,1739.88,6.817,13,0,0,0,0,1
0,765.8,7816.91,0.098,14,0,0,0,0,0
1,233.95,2130.19,0.11,10,0,1,0,0,1
0,460.21,168.8,2.726,11,0,0,0,1,0
0,6585.26,3829.3,1.72,19,0,0,0,0,0
0,2517.82,380.47,6.618,15,0,0,0,0,0
0,1529.14,1821.62,0.839,19,0,0,0,1,0
1,932.79,737.14,1.265,17,0,0,1,1,1
0,3398.09,10182.64,0.334,9,0,0,1,2,1
1,599.54,5408.02,0.111,18,0,0,0,0,0
0,2690.18,759.27,3.543,17,0,0,0,2,0
0,698.8,1319.99,0.529,0,1,0,0,2,0
1,562.87,1844.82,0.305,21,0,0,0,0,0
1,789.39,3219.79,0.245,3,1,0,0,0,0
1,1109.84,1519.65,0.73,22,1,0,0,0,0
1,1696.84,588.51,2.883,6,0,0,0,0,1
0,2455.52,776.03,3.164,0,1,0,0,2,0
1,50.0,1474.34,0.034,7,0,1,1,0,1
0,632.74,4496.31,0.141,16,0,0,0,1,0
1,1086.76,2175.59,0.5,7,0,0,1,0,0
0,12792.07,737.99,17.334,4,1,0,0,0,0
1,444.08,2653.24,0.167,0,1,1,0,1,1
0,2234.19,1044.94,2.138,14,0,0,1,0,0
0,12626.33,3298.98,3.827,3,1,0,0,1,0
0,328.04,14390.3,0.023,6,0,0,0,2,0
1,3017.45,1071.76,2.815,13,0,0,1,0,1
0,637.18,3045.57,0.209,11,0,1,0,0,1
0,938.21,756.84,1.24,20,0,0,1,0,1
0,636.48,1338.04,0.476,2,1,0,0,0,0
0,698.26,1520.21,0.459,19,0,0,0,1,0
1,62223.36,1243.5,50.039,17,0,0,0,0,1
0,5419.68,13584.87,0.399,7,0,0,0,3,0
1,7572.35,1123.35,6.741,1,1,0,0,0,1
0,3427.52,2510.32,1.365,5,1,0,0,0,0
0,224.05,260.58,0.86,6,0,0,0,0,0
1,3021.31,2183.75,1.384,6,0,1,1,1,1
0,7294.01,4137.51,1.763,12,0,0,0,2,0
0,596.2,920.73,0.648,0,1,0,0,1,0
0,6341.84,154.59,41.024,7,0,0,0,0,0
1,4517.15,1429.69,3.16,22,1,0,0,0,0
0,20083.46,1503.37,13.359,12,0,0,0,0,0
1,1050.35,2840.31,0.37,23,1,0,0,2,1
1,434.03,9043.6,0.048,19,0,1,0,0,1
0,1129.9,1051.48,1.075,23,1,0,0,0,0
0,11687.12,684.95,17.063,18,0,0,0,0,0
0,167.85,517.9,0.324,16,0,0,0,0,0
0,122.87,1769.18,0.069,12,0,0,0,0,0
0,2030.86,2278.83,0.891,15,0,1,0,0,1
0,1017.02,905.88,1.123,23,1,0,0,0,0
0,1826.3,2983.39,0.612,14,0,0,1,1,0
1,6178.96,2250.36,2.746,10,0,0,0,1,1
1,881.53,1539.03,0.573,11,0,0,0,0,0
1,158.4,657.09,0.241,21,0,0,0,2,1
0,25792.16,959.41,26.883,2,1,0,0,0,1
0,494.53,166.2,2.976,23,1,0,0,0,0
0,456.35,1830.25,0.249,8,0,0,0,0,0
1,7591.89,1515.81,5.008,13,0,1,1,1,1
0,1096.81,1753.96,0.625,6,0,0,0,0,0
1,1665.02,2330.61,0.714,10,0,1,0,0,1
0,3386.75,2094.85,1.617,9,0,0,0,1,0
0,7395.73,1340.31,5.518,2,1,0,1,0,1
1,1172.04,1546.58,0.758,18,0,0,0,0,0
0,13042.1,418.27,31.181,1,1,0,0,0,0
1,112.56,875.37,0.129,16,0,0,0,0,1
1,4854.8,1549.09,3.134,1,1,0,0,1,1
0,607.05,763.36,0.795,20,0,1,1,2,1
0,10763.89,3210.35,3.353,15,0,0,1,0,0
0,2174.73,818.3,2.658,16,0,0,0,1,1
1,753.87,1798.44,0.419,9,0,1,0,1,1
0,4279.94,1644.04,2.603,3,1,0,0,0,0
0,5774.14,2897.63,1.993,10,0,0,0,0,0
0,4164.96,3329.95,1.251,16,0,0,0,2,0
1,474.09,2764.54,0.171,23,1,0,1,2,1
0,963.7,222.43,4.333,11,0,0,0,1,0
1,1798.49,4336.11,0.415,20,0,0,0,0,1
1,1713.62,5852.23,0.293,9,0,0,0,0,0
0,4791.84,959.19,4.996,15,0,0,0,1,0
0,131.71,1831.67,0.072,3,1,0,1,0,0
1,2792.31,663.98,4.205,2,1,0,1,0,1
0,1240.2,256.33,4.838,8,0,0,0,0,1
1,607.86,761.4,0.798,5,1,0,0,0,0
0,688.67,910.39,0.756,11,0,0,0,0,0
0,1367.99,1075.6,1.272,0,1,0,0,0,0
1,50.0,624.52,0.08,13,0,1,0,0,0
0,726.56,765.03,0.95,23,1,0,1,0,1
0,579.08,1465.71,0.395,9,0,1,0,2,1
0,3614.17,740.11,4.883,17,0,0,0,1,0
0,634.49,2414.32,0.263,12,0,0,0,1,0
0,1366.97,2733.93,0.5,8,0,0,0,2,0
0,13426.15,12611.31,1.065,22,1,0,0,0,0
1,6585.71,4076.98,1.615,18,0,0,0,1,1
0,5842.73,1842.34,3.171,3,1,0,0,0,0
0,944.04,847.05,1.115,2,1,0,0,1,0
0,3662.65,1928.26,1.899,5,1,0,1,0,0
1,1333.99,1986.12,0.672,8,0,0,0,0,0
0,1401.19,932.64,1.502,9,0,0,0,0,0
1,3079.71,2996.97,1.028,8,0,0,0,0,0
0,832.06,420.61,1.978,16,0,1,0,0,0
0,12593.1,1188.02,10.6,9,0,0,0,0,0
0,1468.26,2441.27,0.601,5,1,0,1,0,0
0,4039.47,1142.73,3.535,15,0,0,0,0,0
0,11995.43,1228.96,9.761,16,0,0,0,0,1
0,6912.94,1307.66,5.286,10,0,0,0,1,1
1,289.57,697.82,0.415,19,0,1,0,1,1
0,3223.96,4257.81,0.757,6,0,0,0,1,0
0,5463.99,592.15,9.227,3,1,0,0,0,0
0,5764.2,1971.09,2.924,9,0,0,0,0,1
1,425.27,2147.98,0.198,20,0,0,0,1,1
0,769.59,630.33,1.221,13,0,0,0,0,0
0,6587.48,1580.97,4.167,16,0,0,0,1,0
0,671.63,652.84,1.029,13,0,0,0,0,0
1,1224.63,5176.78,0.237,19,0,1,1,1,1
0,14025.59,531.18,26.405,22,1,0,0,1,1
0,1699.11,821.8,2.068,12,0,0,0,0,0
1,702.89,491.86,1.429,1,1,0,0,0,0
1,577.72,436.19,1.324,8,0,0,0,0,1
0,2786.48,6198.69,0.45,2,1,0,1,0,0
1,319.55,2412.69,0.132,3,1,0,1,0,1
0,1310.89,1679.52,0.781,11,0,0,0,0,0
0,2788.33,819.82,3.401,14,0,0,0,0,0
0,9787.83,3350.45,2.921,19,0,0,0,1,0
0,4306.21,705.0,6.108,7,0,0,0,0,0
0,714.59,3023.82,0.236,17,0,1,0,2,1
1,8366.12,675.02,12.394,4,1,0,0,0,1
0,1224.92,828.77,1.478,1,1,0,0,0,1
0,362.7,2929.11,0.124,21,0,0,0,0,0
0,1445.7,3220.99,0.449,8,0,0,0,1,0
1,11726.66,2534.43,4.627,13,0,1,1,0,1
0,2241.3,575.53,3.894,0,1,0,1,0,1
0,1837.72,990.24,1.856,19,0,0,0,0,0
0,15189.73,1704.81,8.91,3,1,0,0,1,0
0,281.25,689.28,0.408,16,0,0,0,1,0
1,339.92,5084.07,0.067,9,0,0,0,2,0
1,221.27,170.42,1.298,1,1,0,0,0,0
0,2934.94,734.46,3.996,5,1,0,0,1,0
1,2244.96,935.79,2.399,18,0,1,1,0,1
0,13434.18,114.49,117.339,8,0,0,0,0,0
1,2481.25,421.32,5.889,18,0,1,0,1,1
0,1069.12,2598.68,0.411,18,0,0,0,1,0
0,1812.27,1521.2,1.191,8,0,0,0,0,0
0,2107.0,6098.65,0.345,2,1,0,0,0,0
0,205.76,5947.37,0.035,5,1,0,0,0,0
0,61293.63,2185.81,28.042,5,1,0,0,0,0
0,3554.01,1962.38,1.811,16,0,0,1,0,0
0,2375.61,1570.8,1.512,12,0,0,0,0,0
1,4022.72,135.7,29.644,12,0,1,0,1,1
0,4547.05,421.95,10.776,6,0,0,0,0,0
0,1506.1,1620.69,0.929,8,0,0,0,0,0
1,795.83,2577.11,0.309,17,0,1,1,1,1
0,3941.38,1921.2,2.052,0,1,0,0,1,1
0,2985.21,663.0,4.503,21,0,0,0,0,0
0,630.9,3441.51,0.183,21,0,0,0,0,0
1,11438.57,5620.63,2.035,19,0,1,0,0,1
0,2647.46,3443.32,0.769,12,0,0,0,0,0
0,4669.3,3607.03,1.294,7,0,0,0,0,0
1,11042.39,894.89,12.339,20,0,1,1,0,1
1,1860.23,3898.47,0.477,22,1,0,0,2,1
0,2729.95,1687.8,1.617,8,0,1,0,0,0
0,5182.46,2345.84,2.209,0,1,0,0,1,0
0,704.64,2056.76,0.343,8,0,0,0,1,0
1,1939.66,1326.98,1.462,19,0,0,0,0,1
0,2128.59,682.66,3.118,22,1,0,0,0,0
0,521.72,1374.82,0.379,10,0,0,0,2,1
1,36788.03,3597.83,10.225,19,0,0,0,0,1
0,290.18,994.93,0.292,3,1,0,1,0,1
0,334.44,3307.71,0.101,15,0,0,0,0,0
0,9981.56,2873.72,3.473,13,0,0,0,1,0
0,4569.9,1131.11,4.04,19,0,0,0,2,0
0,476.39,5166.34,0.092,21,0,0,0,1,0
0,3981.75,1074.93,3.704,20,0,0,0,0,1
0,12187.98,5759.42,2.116,17,0,0,0,0,0
0,1738.29,2187.94,0.794,21,0,0,0,1,0
1,53022.4,1459.31,36.334,21,0,0,0,2,0
0,192.24,665.79,0.289,8,0,0,1,0,1
1,4455.84,1367.26,3.259,0,1,1,0,1,1
0,8237.79,1232.27,6.685,22,1,0,0,0,0
1,5760.31,477.01,12.076,2,1,1,0,0,1
1,1386.22,1217.0,1.139,19,0,0,1,1,1
0,1239.45,718.08,1.726,0,1,0,0,0,0
1,3220.81,2508.38,1.284,2,1,0,0,0,1
1,5221.19,4796.55,1.089,13,0,1,0,1,1
0,3956.9,490.67,8.064,13,0,0,0,0,0
0,6988.88,6912.43,1.011,22,1,0,0,0,0
0,480.81,1318.57,0.365,21,0,0,0,1,0
1,1344.66,615.53,2.185,12,0,0,0,1,0
1,532.71,2927.72,0.182,0,1,0,0,1,1
1,1094.5,990.48,1.105,14,0,0,0,1,0
0,6766.82,1375.31,4.92,19,0,0,0,1,1
1,2080.53,1028.8,2.022,6,0,1,0,0,1
0,53579.24,709.77,75.488,15,0,0,0,0,0
0,2324.89,2840.11,0.819,19,0,0,0,0,0
0,1953.93,1144.05,1.708,22,1,0,0,0,0
0,2075.67,406.27,5.109,20,0,1,0,1,1
0,789.06,2430.75,0.325,0,1,0,0,0,0
0,1677.08,500.18,3.353,14,0,0,0,0,0
0,7833.18,524.3,14.94,19,0,0,0,0,1
0,2096.79,4330.1,0.484,14,0,0,0,1,1
0,644.52,504.36,1.278,18,0,0,0,0,1
0,543.15,184.05,2.951,5,1,0,0,0,0
0,1007.01,2593.01,0.388,5,1,0,0,0,1
0,1990.26,1126.11,1.767,0,1,0,0,0,0
0,8532.71,1216.96,7.011,15,0,0,0,0,0
0,316.51,1115.38,0.284,17,0,0,0,2,1
0,1193.0,1823.48,0.654,12,0,0,0,0,0
0,2181.14,751.86,2.901,11,0,0,0,0,0
0,166.7,5588.71,0.03,17,0,0,0,0,0
0,611.75,392.05,1.56,9,0,0,0,0,0
1,747.06,2209.2,0.338,13,0,0,0,0,1
0,642.42,2638.35,0.243,19,0,0,0,0,0
0,2320.31,747.19,3.105,10,0,0,0,1,1
0,1467.44,589.13,2.491,17,0,0,0,0,0
0,878.42,3697.66,0.238,23,1,0,0,0,0
0,3153.76,606.82,5.197,11,0,0,0,0,0
0,16983.49,857.48,19.806,16,0,0,0,1,1
0,15230.17,3289.79,4.63,23,1,1,1,0,1
0,148.47,1527.32,0.097,2,1,0,0,0,0
0,3828.37,293.7,13.035,20,0,0,0,0,0
1,1434.5,7132.04,0.201,0,1,1,0,0,0
1,2212.11,918.73,2.408,0,1,1,1,0,1
1,1077.32,1030.21,1.046,5,1,0,1,0,1
1,2106.67,1863.49,1.13,18,0,1,0,1,1
0,2201.36,2598.19,0.847,23,1,0,0,0,0
0,851.81,8647.23,0.099,3,1,0,0,0,1
0,563.81,332.27,1.697,21,0,0,0,2,0
0,1008.98,3113.05,0.324,12,0,0,0,3,0
1,2451.7,2889.12,0.849,11,0,0,0,0,0
0,3939.05,1308.39,3.011,7,0,0,0,1,0
1,5482.7,3006.54,1.824,19,0,1,0,0,1
0,951.04,3431.82,0.277,23,1,0,0,1,0
1,2614.94,426.76,6.127,6,0,1,1,1,1
0,6318.6,7149.44,0.884,20,0,1,0,0,1
0,8227.8,363.99,22.604,6,0,0,0,1,0
0,1674.91,532.84,3.143,6,0,0,0,0,0
0,1356.67,1169.57,1.16,13,0,0,1,0,0
0,2318.0,8370.31,0.277,17,0,0,0,1,1
0,405.61,1121.66,0.362,22,1,0,1,2,1
1,1405.72,1438.36,0.977,18,0,0,1,0,1
0,4759.81,5371.54,0.886,23,1,0,0,0,0
0,4165.25,1129.71,3.687,23,1,0,1,0,1
0,1272.39,512.55,2.482,19,0,0,0,0,1
1,2399.54,1016.87,2.36,18,0,1,1,0,1
0,618.91,5083.28,0.122,17,0,0,0,2,0
0,4512.2,1577.79,2.86,5,1,0,0,1,0
0,1634.07,8413.5,0.194,15,0,0,0,1,0
0,1263.02,2875.96,0.439,2,1,0,0,0,1
0,1129.76,828.55,1.364,20,0,0,0,0,0
0,1666.1,1549.94,1.075,1,1,0,0,0,0
0,1010.05,686.84,1.471,14,0,1,0,0,0
1,4253.88,811.12,5.244,19,0,1,1,0,1
0,1081.53,83381.01,0.013,10,0,1,0,0,1
0,14340.65,3702.49,3.873,18,0,0,0,0,1
0,12146.22,3213.09,3.78,17,0,1,0,0,1
1,567.36,844.83,0.672,21,0,1,1,0,0
0,1979.53,6079.18,0.326,10,0,0,0,1,0
1,776.0,3981.74,0.195,2,1,0,1,0,1
0,1182.47,8050.26,0.147,3,1,0,0,0,0
0,24419.95,7706.37,3.169,5,1,0,0,0,0
0,1212.16,391.04,3.1,11,0,0,0,0,0
1,2887.93,545.2,5.297,20,0,0,1,0,1
0,3654.51,599.8,6.093,3,1,0,0,0,0
1,492.35,632.99,0.778,11,0,0,0,0,0
1,594.89,1980.5,0.3,3,1,0,0,1,0
0,376.97,888.8,0.424,1,1,0,0,0,1
0,571.48,9559.96,0.06,11,0,0,0,0,0
0,50.0,8219.07,0.006,12,0,0,0,0,0
0,3670.04,1471.72,2.494,15,0,0,0,0,0
1,26119.88,8602.37,3.036,3,1,0,0,0,1
1,2191.12,5649.49,0.388,7,0,1,0,0,1
0,286.82,986.7,0.291,4,1,0,1,0,0
0,783.99,242.67,3.231,13,0,0,0,2,1
1,995.71,1216.62,0.818,14,0,0,0,0,0
0,481.61,828.68,0.581,10,0,0,0,1,0
1,5531.63,1782.65,3.103,9,0,0,0,0,0
0,5184.03,1604.08,3.232,9,0,0,0,1,0
0,402.59,1566.68,0.257,23,1,0,0,1,0
0,4640.63,2371.59,1.957,5,1,0,0,0,0
0,13158.94,497.07,26.473,15,0,0,0,0,0
0,21446.69,2143.56,10.005,20,0,0,0,0,0
0,74964.93,996.6,75.221,3,1,0,0,2,0
0,559.7,1772.21,0.316,8,0,0,0,0,0
1,71074.69,3504.03,20.284,9,0,1,1,0,1
1,1140.85,491.78,2.32,4,1,0,0,1,1
0,836.98,1149.22,0.728,9,0,0,0,0,0
0,2766.1,1330.51,2.079,15,0,0,0,1,1
0,848.37,931.84,0.91,10,0,0,0,1,0
0,3037.4,3327.07,0.913,5,1,0,0,0,0
0,325.02,774.06,0.42,6,0,0,0,0,0
0,1325.6,897.97,1.476,11,0,0,0,0,0
0,9616.7,781.39,12.307,12,0,0,0,0,1
0,1678.78,3955.45,0.424,16,0,0,0,1,1
0,2173.46,950.32,2.287,8,0,0,0,0,0
0,3353.76,2239.57,1.498,7,0,0,0,0,0
1,8282.17,8761.61,0.945,15,0,1,1,0,1
0,210.23,1383.9,0.152,20,0,0,0,0,0
0,3865.64,4027.31,0.96,2,1,0,0,0,0
0,1275.92,6662.29,0.192,4,1,0,1,2,1
0,2245.38,3731.15,0.602,20,0,0,1,0,0
1,7171.97,1458.08,4.919,22,1,1,0,1,1
0,382.82,2638.32,0.145,12,0,0,0,2,0
1,484.72,464.68,1.043,17,0,0,0,0,1
0,146.05,733.6,0.199,20,0,0,0,0,0
0,885.45,859.02,1.031,15,0,0,0,0,1
1,10194.08,11120.56,0.917,13,0,0,1,0,1
0,1545.71,712.42,2.17,10,0,0,0,0,0
0,316.66,702.94,0.45,17,0,0,0,2,0
0,961.62,578.52,1.662,7,0,0,0,0,0
0,261.33,2449.97,0.107,11,0,0,1,0,0
1,418.74,1683.04,0.249,18,0,0,1,2,1
0,2997.29,3936.64,0.761,19,0,1,0,0,1
0,393.06,2708.46,0.145,1,1,0,0,1,0
0,7680.38,427.37,17.971,8,0,0,0,0,1
0,1648.37,715.84,2.303,21,0,0,0,0,0
0,2020.85,5058.35,0.4,8,0,0,0,0,0
0,1259.05,1232.79,1.021,13,0,0,0,0,0
0,4937.93,4310.6,1.146,14,0,0,0,0,0
1,5004.58,1293.73,3.868,10,0,1,1,1,1
0,2794.95,619.62,4.511,12,0,0,0,0,0
0,3767.72,1126.72,3.344,23,1,0,0,0,0
1,1372.35,619.4,2.216,4,1,0,0,3,1
0,3658.7,889.81,4.112,5,1,0,0,1,0
0,1165.33,1773.72,0.657,22,1,0,0,0,1
0,1813.3,2345.95,0.773,4,1,0,0,0,0
0,1265.17,353.83,3.576,0,1,0,0,0,0
0,997.86,1457.34,0.685,17,0,0,0,0,1
1,738.16,873.1,0.845,22,1,0,0,0,1
0,3320.92,825.86,4.021,23,1,0,0,0,1
0,9934.69,1668.06,5.956,7,0,0,0,1,1
1,8286.91,901.98,9.187,16,0,0,1,0,1
0,353.0,5135.46,0.069,22,1,1,1,1,1
0,9662.08,4312.43,2.241,10,0,0,0,0,0
0,1195.59,4288.3,0.279,10,0,0,0,0,0
1,3947.95,948.21,4.164,2,1,1,0,0,1
0,556.64,622.5,0.894,7,0,0,0,0,0
0,2174.54,1593.72,1.364,7,0,0,0,1,0
0,2718.51,1292.96,2.103,23,1,0,0,1,0
0,262.44,855.82,0.307,20,0,0,0,1,0
0,3986.81,513.8,7.759,20,0,0,0,0,0
0,10401.61,1426.01,7.294,2,1,0,0,0,1
1,1440.81,1028.99,1.4,21,0,1,0,0,1
0,10595.86,2750.43,3.852,9,0,0,0,0,0
0,1412.9,2693.5,0.525,18,0,0,0,0,0
1,5455.94,3986.7,1.369,13,0,0,0,0,0
1,101.07,476.58,0.212,17,0,1,1,0,1
0,41957.44,2123.78,19.756,22,1,0,0,0,0
0,12633.35,769.15,16.425,2,1,0,0,2,1
0,1248.86,493.55,2.53,19,0,0,0,1,0
1,139.25,1006.52,0.138,13,0,0,1,1,0
1,2629.21,3873.19,0.679,10,0,1,0,0,1
0,276.69,1058.82,0.261,9,0,0,1,2,1
1,3223.78,6056.63,0.532,23,1,0,0,0,0
0,3087.25,2425.98,1.273,13,0,0,0,0,0
0,531.75,1038.28,0.512,0,1,0,0,0,0
0,7764.03,4205.06,1.846,15,0,0,0,1,0
1,5152.55,2210.24,2.331,5,1,0,0,2,1
0,6428.97,639.51,10.053,17,0,0,0,1,0
1,1828.98,7886.62,0.232,15,0,1,1,0,1
1,287.1,1869.7,0.154,18,0,1,1,1,1
1,6446.12,1505.55,4.282,15,0,1,0,0,1
0,1272.22,685.41,1.856,4,1,0,0,0,0
0,296.87,4279.47,0.069,11,0,0,0,1,0
0,10484.48,2357.95,4.446,5,1,0,0,0,1
0,27701.17,2607.94,10.622,1,1,0,0,0,0
0,1713.64,937.5,1.828,15,0,0,0,1,0
1,29937.21,3135.96,9.546,20,0,1,1,0,1
0,2035.93,3363.15,0.605,22,1,0,0,0,0
0,1102.58,810.86,1.36,10,0,0,0,0,0
0,796.64,413.52,1.926,11,0,0,0,0,0
0,15187.18,2497.98,6.08,10,0,0,0,0,0
0,655.77,359.24,1.825,22,1,0,0,0,0
0,4702.5,1697.33,2.771,19,0,0,0,0,0
1,874.01,989.78,0.883,18,0,0,0,1,0
0,993.86,4432.85,0.224,7,0,0,0,0,0
1,6900.33,1039.44,6.639,17,0,1,0,0,1
1,1103.18,4010.0,0.275,4,1,1,0,1,1
0,1068.24,931.89,1.146,11,0,0,0,0,0
1,7884.44,3640.92,2.166,9,0,0,0,2,0
0,14423.53,9455.08,1.525,14,0,0,0,0,0
1,4180.13,566.09,7.384,4,1,1,1,0,1
0,771.86,1925.29,0.401,16,0,0,0,0,0
1,930.95,17569.23,0.053,22,1,1,0,0,1
1,2005.98,1571.73,1.276,3,1,0,1,0,1
1,2744.1,1564.95,1.753,11,0,0,0,0,1
1,500.58,3009.86,0.166,17,0,1,0,0,1
0,4628.32,1536.06,3.013,7,0,0,0,2,0
0,2020.64,318.46,6.345,19,0,0,0,0,0
0,194.33,4101.3,0.047,16,0,0,0,0,0
0,540.45,244.04,2.215,7,0,0,0,0,0
0,938.83,1017.28,0.923,12,0,0,0,0,0
0,1644.65,4388.24,0.375,22,1,0,0,1,1
1,21079.63,1073.96,19.628,2,1,0,1,0,1
0,2464.2,792.88,3.108,2,1,0,0,0,1
1,606.07,3266.05,0.186,6,0,1,0,0,1
0,2408.65,688.14,3.5,17,0,0,0,0,0
1,1144.0,492.75,2.322,20,0,1,0,0,1
1,2757.79,1895.17,1.455,6,0,0,0,0,1
0,3845.8,1255.6,3.063,21,0,0,0,1,0
0,8708.02,483.33,18.017,22,1,0,0,1,1
1,1751.85,2626.11,0.667,1,1,0,0,0,1
0,15224.31,2248.55,6.771,6,0,0,0,1,0
0,5886.57,1070.86,5.497,1,1,0,0,0,0
0,720.78,1138.88,0.633,6,0,0,0,1,0
0,31978.29,2260.53,14.146,13,0,0,1,0,1
0,2765.82,4321.36,0.64,14,0,0,1,1,1
0,610.54,1147.67,0.532,15,0,0,0,1,0
0,15502.97,2668.36,5.81,23,1,0,0,0,0
0,26933.09,2461.88,10.94,7,0,0,0,0,0
1,1732.06,3266.18,0.53,15,0,1,0,1,0
0,939.41,1533.61,0.613,20,0,0,0,0,0
1,1445.07,651.26,2.219,6,0,0,0,0,0
0,4578.61,976.28,4.69,10,0,0,0,1,0
0,9520.6,2015.39,4.724,23,1,0,0,1,0
0,3795.74,7605.43,0.499,3,1,1,0,0,1
0,2063.67,957.55,2.155,17,0,0,0,3,0
0,12675.36,3054.31,4.15,22,1,0,0,0,0
0,1203.89,1101.85,1.093,12,0,0,0,0,0
0,6906.34,1635.04,4.224,16,0,0,0,0,0
0,1243.29,5789.82,0.215,11,0,0,0,1,0
0,3166.33,2945.0,1.075,17,0,0,0,0,0
0,1559.89,484.36,3.221,9,0,0,0,0,0
0,1681.42,884.28,1.901,6,0,0,0,1,0
1,1106.99,4585.25,0.241,11,0,0,0,0,0
0,10387.0,1681.92,6.176,11,0,0,0,0,0
0,697.29,526.39,1.325,12,0,0,0,1,0
1,690.69,708.35,0.975,0,1,1,0,1,1
0,28489.52,2788.18,10.218,6,0,0,0,1,0
0,6445.91,3622.68,1.779,15,0,0,0,0,0
1,81.4,1504.28,0.054,15,0,0,0,1,0
0,867.11,13736.1,0.063,20,0,0,0,1,0
0,171.47,3108.01,0.055,15,0,0,0,1,0
0,525.37,1189.0,0.442,15,0,0,0,0,0
0,50.0,710.43,0.07,13,0,0,0,0,0
0,1513.1,615.6,2.458,10,0,0,0,1,0
0,409.72,2001.95,0.205,18,0,0,0,0,0
0,1954.47,953.46,2.05,10,0,0,0,0,0
0,218.62,6676.63,0.033,1,1,0,0,1,0
1,2013.81,5539.62,0.364,6,0,0,0,2,0
1,1054.28,2616.94,0.403,8,0,0,0,0,1
0,12740.47,512.3,24.869,8,0,0,0,0,0
0,11324.95,808.36,14.01,13,0,0,0,0,0
0,5018.82,4583.0,1.095,9,0,0,0,0,0
0,1182.52,891.8,1.326,15,0,1,0,0,1
0,23884.73,4064.02,5.877,23,1,0,0,0,0
0,240.1,2269.11,0.106,17,0,0,0,1,0
1,291.6,1550.83,0.188,0,1,1,0,0,1
0,1621.46,786.39,2.062,23,1,0,0,0,1
0,33868.8,1359.92,24.905,1,1,0,0,0,0
0,1389.86,1755.81,0.792,19,0,0,0,1,1
0,1424.79,3749.15,0.38,3,1,0,0,1,0
1,277.42,667.03,0.416,1,1,1,0,2,1
1,6183.92,1168.49,5.292,3,1,0,0,0,1
1,6242.46,1541.24,4.05,22,1,1,0,0,1
0,5043.21,2687.62,1.876,5,1,0,0,2,0
0,797.92,653.53,1.221,21,0,0,0,0,0
0,721.46,452.64,1.594,3,1,0,0,1,0
0,336.62,2715.06,0.124,17,0,0,0,0,0
0,2016.33,377.6,5.34,4,1,0,0,0,0
1,443.84,4705.47,0.094,10,0,0,0,1,0
0,391.25,1286.48,0.304,12,0,0,0,0,0
0,1042.32,367.68,2.835,2,1,0,0,0,1
0,957.28,960.66,0.996,18,0,0,0,0,0
0,898.41,2082.26,0.431,19,0,0,0,0,0
0,3315.55,916.51,3.618,10,0,0,0,0,0
1,2003.72,1507.23,1.329,10,0,1,0,0,1
1,1243.14,2881.51,0.431,20,0,1,1,1,1
1,2293.69,1234.02,1.859,1,1,1,0,0,1
0,498.21,636.92,0.782,21,0,0,0,0,0
0,2073.23,1131.06,1.833,14,0,0,0,0,0
0,2199.06,5288.85,0.416,21,0,0,1,0,0
0,256.22,6745.01,0.038,7,0,0,0,0,0
1,6597.21,240.34,27.449,1,1,0,0,0,1
0,574.87,3951.79,0.145,7,0,0,0,0,0
0,2033.27,1854.06,1.097,23,1,0,0,0,0
0,8215.15,3400.18,2.416,19,0,0,0,0,1
0,6023.24,901.95,6.678,22,1,0,0,0,0
1,1890.57,301.44,6.272,14,0,1,1,0,1
0,1128.62,2504.99,0.451,15,0,0,0,0,0
0,6196.66,634.68,9.763,12,0,0,1,0,1
0,4346.4,424.34,10.243,22,1,0,0,0,0
0,809.26,451.89,1.791,16,0,0,0,0,0
1,643.32,2542.29,0.253,13,0,0,0,0,0
1,122.23,1678.25,0.073,13,0,1,1,1,1
1,2208.88,2993.56,0.738,0,1,1,0,0,1
1,1623.75,2703.14,0.601,23,1,1,0,0,1
0,7919.23,1013.49,7.814,0,1,0,0,0,0
0,2883.53,1389.33,2.075,2,1,0,0,0,0
0,10244.52,934.21,10.966,21,0,0,0,1,0
0,730.28,1225.01,0.596,23,1,0,0,1,0
1,7939.42,619.85,12.809,14,0,1,0,0,1
0,909.06,2103.66,0.432,4,1,1,0,0,1
1,4968.51,3895.62,1.275,4,1,1,0,0,1
